season,teamCode,xBin,yBin,shots,goals,avg_xG,goal_rate
2018,ARI,40,5,5,0,0.026061299999999944,0.0
2018,ARI,40,10,8,0,0.024477187499999987,0.0
2018,ARI,40,15,9,0,0.015525846666666645,0.0
2018,ARI,40,20,9,1,0.015261516666666666,0.1111111111111111
2018,ARI,40,25,27,0,0.015797452222222213,0.0
2018,ARI,40,30,12,0,0.013515493333333331,0.0
2018,ARI,40,35,3,0,0.006683633333333334,0.0
2018,ARI,45,-40,1,0,0.001,0.0
2018,ARI,45,-35,6,0,0.01691846666666665,0.0
2018,ARI,45,-30,16,0,0.016515945624999993,0.0
2018,ARI,45,-25,7,0,0.032610185714285686,0.0
2018,ARI,45,-20,10,0,0.01608911799999998,0.0
2018,ARI,45,-15,7,1,0.028219557142857114,0.14285714285714285
2018,ARI,45,-10,7,0,0.031617971428571416,0.0
2018,ARI,45,-5,10,1,0.12118792999999999,0.1
2018,ARI,45,0,13,1,0.037276388461538426,0.07692307692307693
2018,ARI,45,5,11,0,0.0421864909090909,0.0
2018,ARI,45,10,1,0,0.0331598,0.0
2018,ARI,45,15,3,0,0.031329666666666665,0.0
2018,ARI,45,20,10,0,0.02112894999999999,0.0
2018,ARI,45,25,15,0,0.018115439333333313,0.0
2018,ARI,45,30,8,1,0.015825668749999987,0.125
2018,ARI,45,35,3,0,0.006287406666666666,0.0
2018,ARI,50,-40,3,0,0.00789002,0.0
2018,ARI,50,-35,13,0,0.011194659230769215,0.0
2018,ARI,50,-30,16,1,0.017296101249999987,0.0625
2018,ARI,50,-25,17,3,0.0640660588235294,0.17647058823529413
2018,ARI,50,-20,9,2,0.042755305555555526,0.2222222222222222
2018,ARI,50,-15,10,1,0.04384703999999997,0.1
2018,ARI,50,-10,8,3,0.10436596249999996,0.375
2018,ARI,50,-5,14,1,0.05316629285714284,0.07142857142857142
2018,ARI,50,0,9,0,0.04591283333333333,0.0
2018,ARI,50,5,11,0,0.03849094090909087,0.0
2018,ARI,50,10,11,0,0.04857819999999999,0.0
2018,ARI,50,15,8,0,0.03713795,0.0
2018,ARI,50,20,22,1,0.05009948636363634,0.045454545454545456
2018,ARI,50,25,15,0,0.04455344666666665,0.0
2018,ARI,50,30,11,1,0.015514196363636346,0.09090909090909091
2018,ARI,50,35,6,0,0.009513115,0.0
2018,ARI,55,-40,4,0,0.0163341475,0.0
2018,ARI,55,-35,15,1,0.013489432666666653,0.06666666666666667
2018,ARI,55,-30,11,2,0.06383169818181816,0.18181818181818182
2018,ARI,55,-25,12,1,0.067252825,0.08333333333333333
2018,ARI,55,-20,13,1,0.03916606076923076,0.07692307692307693
2018,ARI,55,-15,12,3,0.05595125833333333,0.25
2018,ARI,55,-10,5,1,0.10334615999999999,0.2
2018,ARI,55,-5,12,2,0.07382284499999998,0.16666666666666666
2018,ARI,55,0,14,2,0.11449941428571427,0.14285714285714285
2018,ARI,55,5,10,1,0.07786078999999996,0.1
2018,ARI,55,10,9,0,0.06576518666666664,0.0
2018,ARI,55,15,12,1,0.05406116666666665,0.08333333333333333
2018,ARI,55,20,16,1,0.02263535562499999,0.0625
2018,ARI,55,25,13,0,0.017886464615384616,0.0
2018,ARI,55,30,17,1,0.03460784941176469,0.058823529411764705
2018,ARI,55,35,9,1,0.010272942222222211,0.1111111111111111
2018,ARI,60,-40,6,0,0.014461538333333301,0.0
2018,ARI,60,-35,13,0,0.018459972307692307,0.0
2018,ARI,60,-30,13,0,0.022099326153846136,0.0
2018,ARI,60,-25,6,0,0.04932824999999998,0.0
2018,ARI,60,-20,24,5,0.0922658395833333,0.20833333333333334
2018,ARI,60,-15,17,3,0.07047877647058821,0.17647058823529413
2018,ARI,60,-10,7,1,0.06946385714285712,0.14285714285714285
2018,ARI,60,-5,15,4,0.09624602866666665,0.26666666666666666
2018,ARI,60,0,10,3,0.14748050999999998,0.3
2018,ARI,60,5,15,0,0.08181185333333331,0.0
2018,ARI,60,10,20,2,0.06920225349999999,0.1
2018,ARI,60,15,27,3,0.05047512185185183,0.1111111111111111
2018,ARI,60,20,17,0,0.0340081370588235,0.0
2018,ARI,60,25,16,0,0.024540878125,0.0
2018,ARI,60,30,12,0,0.017677544166666632,0.0
2018,ARI,60,35,9,0,0.009361955555555532,0.0
2018,ARI,60,40,1,0,0.00822596,0.0
2018,ARI,65,-40,2,0,0.00818026,0.0
2018,ARI,65,-35,7,0,0.026647235714285684,0.0
2018,ARI,65,-30,13,1,0.032888673076923065,0.07692307692307693
2018,ARI,65,-25,14,1,0.07187721214285711,0.07142857142857142
2018,ARI,65,-20,15,5,0.07694699533333331,0.3333333333333333
2018,ARI,65,-15,17,4,0.09635019999999998,0.23529411764705882
2018,ARI,65,-10,9,1,0.10088159999999997,0.1111111111111111
2018,ARI,65,-5,12,1,0.11969271666666664,0.08333333333333333
2018,ARI,65,0,23,3,0.1587001608695652,0.13043478260869565
2018,ARI,65,5,13,3,0.12758046153846153,0.23076923076923078
2018,ARI,65,10,24,3,0.08939080791666665,0.125
2018,ARI,65,15,12,3,0.06244759166666666,0.25
2018,ARI,65,20,13,1,0.038337738461538436,0.07692307692307693
2018,ARI,65,25,12,0,0.027225245833333318,0.0
2018,ARI,65,30,19,2,0.014050078421052615,0.10526315789473684
2018,ARI,65,35,13,0,0.01079588153846153,0.0
2018,ARI,70,-40,1,0,0.00931737,0.0
2018,ARI,70,-35,7,1,0.09311656714285714,0.14285714285714285
2018,ARI,70,-30,6,0,0.022131373333333332,0.0
2018,ARI,70,-25,5,1,0.08131201999999997,0.2
2018,ARI,70,-20,12,2,0.03673492416666665,0.16666666666666666
2018,ARI,70,-15,18,2,0.08231538333333331,0.1111111111111111
2018,ARI,70,-10,17,2,0.13686753529411763,0.11764705882352941
2018,ARI,70,-5,35,8,0.14256976,0.22857142857142856
2018,ARI,70,0,36,5,0.15484639944444442,0.1388888888888889
